ticker,year,month,industry,assets,current_assets,non_current_assets,cash,trade_receivables,inventories,ppe,intangibles,goodwill,liabilities,current_liabilities,non_current_liabilities,debt_short_term,debt_long_term,borrowings,trade_payables,equity,equity_parent,minority_interest,issued_capital,retained_earnings,revenue,cost_of_sales,gross_profit,distribution_costs,administrative_expense,other_income,other_expense,employee_benefits,operating_income,ebit,finance_income,finance_costs,profit_before_tax,income_tax,net_income,net_income_parent,cfo,depreciation_amortization,capex,investing_cf,dividends_paid,proceeds_from_borrowings,repayment_of_borrowings,financing_cf,net_change_cash,deposits_from_customers,loans_to_customers,eps_basic,eps_diluted,shares_outstanding
CCU.SN,2015,12,non_financial,1823356551.0,684311875.0,1139044676.0,192554239.0,252225937.0,174227415.0,872667210.0,147420999.0,83300573.0,635834406.0,388690679.0,247143727.0,23358700.0,19570689.0,42929389.0,227736803.0,1187522145.0,1057816372.0,129705773.0,562693346.0,598349442.0,1498371715.0,685075251.0,813296464.0,277599722.0,128135799.0,6577244.0,209201189.0,197915151.0,213448998.0,190640106.0,7845743.0,23101329.0,190640106.0,50114516.0,140525590.0,120808135.0,219510872.0,81566802.0,-129668910.0,-165810169.0,66147145.0,42929389.0,-54797023.0,-82839491.0,-22220637.0,,,326.95,326.95,369502872.0
CCU.SN,2016,12,non_financial,1871577050.0,681386610.0,1190190440.0,133789950.0,280766784.0,199290678.0,903831702.0,174341873.0,96663023.0,671284471.0,442311654.0,228972817.0,19345325.0,3804384.0,23149709.0,259677852.0,1200292579.0,1077298155.0,122994424.0,562693346.0,657578187.0,1558897708.0,741819916.0,817077792.0,270835822.0,155322295.0,5144154.0,195412109.0,210885553.0,192305813.0,170328270.0,5680068.0,20307238.0,170328270.0,30246383.0,140081887.0,118457488.0,190014348.0,83528045.0,-125691740.0,-155007390.0,69819729.0,23149709.0,-25295124.0,-95303138.0,-58764289.0,,,320.59,320.59,369502872.0
CCU.SN,2017,12,non_financial,1976229087.0,730279834.0,1245949253.0,170044602.0,286213598.0,201987891.0,917913428.0,171649954.0,94617474.0,749400479.0,468749455.0,280651024.0,16927169.0,40850000.0,57777169.0,281681553.0,1226828608.0,1101077057.0,125751551.0,562693346.0,716458990.0,1698360794.0,798738655.0,899622139.0,290227129.0,142514649.0,6717902.0,238704061.0,220858509.0,227177411.0,196474395.0,5050952.0,24166313.0,196474395.0,48365976.0,148108419.0,129607353.0,262161431.0,92199504.0,-123526778.0,-173614379.0,75128211.0,57777169.0,-23085760.0,-53001198.0,36011419.0,,,350.76,350.76,0.0
CCU.SN,2018,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCU.SN,2019,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCU.SN,2020,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCU.SN,2021,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCU.SN,2022,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCU.SN,2023,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCU.SN,2024,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCU.SN,2025,12,non_financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENCOMALLS.SN,2019,12,non_financial,3804442258.0,136000289.0,3668441969.0,8883465.0,25687274.0,,,402874.0,,1266909262.0,89743669.0,1177165593.0,,,,34654230.0,2537532996.0,2532126888.0,5406108.0,707171245.0,1474128865.0,228990188.0,6239186.0,222751002.0,,13571392.0,392042683.0,815911.0,4030708.0,599790262.0,545454953.0,758518.0,33741318.0,545454953.0,139973930.0,405481023.0,402797997.0,234467049.0,62554.0,-239659.0,-123273682.0,228749517.0,535941167.0,,-108375373.0,3113807.0,,,289.1,274.3,1705831078.0
CENCOMALLS.SN,2020,12,non_financial,3978398172.0,93751466.0,3884646706.0,23410823.0,20012450.0,,,305136.0,,1296413115.0,50291248.0,1246121867.0,,,,19385919.0,2681985057.0,2677477709.0,4507348.0,707171245.0,1644379996.0,146755488.0,10362941.0,136392547.0,,14876974.0,248060813.0,48061.0,3952896.0,369855031.0,340863689.0,668096.0,10399503.0,340863689.0,91444590.0,249419099.0,249725990.0,81646865.0,97738.0,,46829500.0,93820709.0,353866.0,-353866.0,-108702217.0,14527358.0,,,146.4,146.4,1705831078.0
CENCOMALLS.SN,2021,12,non_financial,3973191994.0,129575509.0,3843616485.0,26147548.0,20764754.0,,,438269.0,,1305283375.0,47745091.0,1257538284.0,,,,36734644.0,2667908619.0,2663057704.0,4850915.0,707171245.0,1622816783.0,215063062.0,11382267.0,203680795.0,,9891724.0,-61667019.0,22747.0,3849491.0,133999991.0,89259044.0,569935.0,10926386.0,89259044.0,8154733.0,81104311.0,81055676.0,161711868.0,113517.0,-246649.0,-25065797.0,123331563.0,,,-137724311.0,2736725.0,,,47.5,47.5,1705831078.0
CENCOMALLS.SN,2022,12,non_financial,4059976212.0,148858514.0,3911117698.0,46100451.0,22004326.0,,,721341.0,,1375400606.0,70364820.0,1305035786.0,,,,51322766.0,2684575606.0,2679608628.0,4966978.0,707171245.0,1651167532.0,286949855.0,11321933.0,275627922.0,,19570977.0,29523565.0,187451.0,6454101.0,287497766.0,204144897.0,7540698.0,12324607.0,204144897.0,22414777.0,181730120.0,181875546.0,223618521.0,178837.0,-2140413.0,-33725882.0,153524797.0,,,-168958838.0,19952903.0,,,106.6,106.6,1705831078.0
CENCOMALLS.SN,2023,12,non_financial,4147695594.0,163241984.0,3984453610.0,52508911.0,18087162.0,,,1538573.0,,1396948861.0,73151878.0,1323796983.0,,,,45118859.0,2750746733.0,2744754862.0,5991871.0,707171245.0,1676443291.0,314784929.0,11406755.0,303378174.0,,19927831.0,-10515477.0,677619.0,8451732.0,272578974.0,242152287.0,12349455.0,12659185.0,242152287.0,54049565.0,188102722.0,187329711.0,249917979.0,213006.0,-1030239.0,-67560226.0,162053952.0,,,-179393572.0,6408460.0,,,109.82,109.73,1705831078.0
CENCOMALLS.SN,2024,12,non_financial,4291155679.0,151627341.0,4139528338.0,115011660.0,23847482.0,,,2279273.0,,1456656422.0,85630857.0,1371025565.0,,,,52459496.0,2834499257.0,2828031717.0,6467540.0,707171245.0,1740402475.0,353183704.0,11931976.0,341251728.0,,24856678.0,66670135.0,1276822.0,9555552.0,386936969.0,359329814.0,9686722.0,13089101.0,359329814.0,92432675.0,266897139.0,266953083.0,273972102.0,409897.0,-1150401.0,1667936.0,202993899.0,,,-220919382.0,62502749.0,,,156.49,156.44,1705831078.0
CENCOMALLS.SN,2025,12,non_financial,4501457077.0,81683884.0,4419773193.0,44347593.0,25795090.0,,,3608260.0,,1506781069.0,88002418.0,1418778651.0,,,,53898055.0,2994676008.0,2989170608.0,5505400.0,707171245.0,1889138039.0,377940605.0,10904547.0,367036058.0,,27194129.0,96648526.0,1155459.0,10774770.0,436664675.0,402004616.0,5482615.0,13520499.0,402004616.0,99079943.0,302924673.0,303966192.0,272361196.0,540654.0,-1869625.0,-165820903.0,155230628.0,30.0,-30.0,-174163601.0,-70664067.0,,,178.19,178.16,1705831078.0
CENCOSUD.SN,2012,12,non_financial,9673999593000.0,2334567424000.0,7339432169000.0,237720805000.0,1060332866000.0,926761585000.0,2977837830000.0,2369484559000.0,1824972594000.0,6261787849000.0,3315040657000.0,2946747192000.0,954868162000.0,531859027000.0,1486727189000.0,1902395915000.0,3412211744000.0,3411534145000.0,677599000.0,1551811762000.0,1866745697000.0,9149077107000.0,6547831773000.0,2601245334000.0,20233594000.0,1925414111000.0,107110070000.0,156173759000.0,1157677464000.0,607866371000.0,381999198000.0,8110468000.0,211022110000.0,381999198000.0,109190068000.0,272809130000.0,269958615000.0,718714619000.0,141450398000.0,-584817341000.0,-2116249127000.0,53259383000.0,5422184723000.0,-4332996508000.0,1488758876000.0,92659224000.0,,,115.9856,114.8751,2507103215.0
CENCOSUD.SN,2013,12,non_financial,10065234213000.0,2434484844000.0,7630749369000.0,171711625000.0,1133447553000.0,1044906627000.0,3101883868000.0,2267662191000.0,1696040684000.0,5803867124000.0,2951698999000.0,2852168125000.0,441070635000.0,,441070635000.0,1957993218000.0,4261367089000.0,4261267003000.0,100086000.0,2321380936000.0,2049483333000.0,10341039827000.0,7371548597000.0,2969491230000.0,23931088000.0,2254201864000.0,108713982000.0,202307997000.0,1340881800000.0,624146135000.0,325922569000.0,5854613000.0,258684574000.0,325922569000.0,96157773000.0,229764796000.0,229930349000.0,364782043000.0,189037674000.0,-318597319000.0,-320507470000.0,79736684000.0,4848318758000.0,-5502588079000.0,-107029376000.0,-66009180000.0,,,83.2203,82.4334,2828723963.0
CENCOSUD.SN,2014,12,non_financial,10716503229.0,3002467626.0,7714035603.0,218871793.0,781576754.0,1094609583.0,3009728456.0,2082890743.0,1682348563.0,6425017418.0,3138770287.0,3286247131.0,629083332.0,,629083332.0,1983086109.0,4291485811.0,4292317595.0,-831784.0,2321380936.0,2166548572.0,10711029246.0,7814773235.0,2896256011.0,26653898.0,2286704942.0,114437716.0,182076769.0,1443743124.0,549882599.0,280101250.0,6709144.0,222164751.0,280101250.0,100486082.0,191024078.0,191885931.0,389483271.0,200043041.0,-227422961.0,-233396267.0,55893005.0,8596289973.0,-8383816787.0,-112378486.0,47160168.0,,,67.8348,67.8348,2828724000.0
CENCOSUD.SN,2015,12,non_financial,10110725310.0,2501764840.0,7608960470.0,268275126.0,819839383.0,1068309333.0,2711490630.0,1793441489.0,1391692072.0,6139913492.0,2426085236.0,3713828256.0,193821962.0,,193821962.0,1856524795.0,3970811818.0,3971745759.0,-933941.0,2321380936.0,2329411478.0,10991337710.0,7813225785.0,3178111925.0,27869865.0,2473335481.0,210520659.0,174280483.0,1557522242.0,650064567.0,281280542.0,14938640.0,259038397.0,281280542.0,58540083.0,231984919.0,231940905.0,636151104.0,218490312.0,-171605755.0,31046434.0,80898846.0,4337146322.0,-4763327130.0,-638609054.0,49403333.0,,,82.0,81.0,2828724000.0
CENCOSUD.SN,2016,12,non_financial,10448757488.0,2695509290.0,7753248198.0,275219003.0,867139677.0,1149286014.0,2578793573.0,1840487603.0,1432319489.0,6364705753.0,2589087680.0,3775618073.0,215393417.0,,215393417.0,1926847052.0,4084051735.0,4085260139.0,-1208404.0,2420564735.0,2489410413.0,10333001434.0,7356471437.0,2976529997.0,26817851.0,2325903847.0,301152013.0,170659033.0,1407920316.0,813865343.0,579766038.0,14540360.0,283510615.0,579766038.0,191968568.0,387797470.0,387754867.0,404067079.0,227713419.0,-208173413.0,-81099780.0,227397994.0,484978586.0,-335656582.0,-307014112.0,6943877.0,,,135.5,135.5,2862536947.0
CENCOSUD.SN,2017,12,non_financial,10024711422.0,2616704742.0,7408006680.0,253987322.0,958856963.0,1100466896.0,2409286973.0,1752628760.0,1355831729.0,6015689973.0,2695719238.0,3319970735.0,247478978.0,,247478978.0,1940440522.0,4009021449.0,4010150786.0,-1129337.0,2422050488.0,2786617922.0,10456987206.0,7458827158.0,2998160048.0,29933461.0,2372579853.0,399397197.0,180570430.0,1476896585.0,825410527.0,638419975.0,14901152.0,297173197.0,638419975.0,198283999.0,440135976.0,439988718.0,413299667.0,242054286.0,-191798211.0,-100897878.0,143139146.0,771834136.0,-693538762.0,-308173178.0,-21231681.0,,,153.7,153.7,2862536947.0
CENCOSUD.SN,2018,12,non_financial,10634698845.0,2649598319.0,7985100526.0,221845397.0,683633880.0,1119816402.0,2637275653.0,1749160163.0,1372441872.0,6390656921.0,2622878167.0,3767778754.0,238561333.0,,238561333.0,1912800161.0,4244041924.0,4245504837.0,-1462913.0,2422050488.0,2892970376.0,9646001747.0,6885362167.0,2760639580.0,33041150.0,2167588564.0,216224642.0,165081558.0,1368228337.0,608906016.0,278346717.0,13074050.0,237011354.0,278346717.0,87752240.0,190594477.0,191285239.0,478835991.0,214583866.0,-174256666.0,-257471474.0,71582068.0,487184248.0,-395920683.0,-215514523.0,4024493.0,,,66.8,66.8,2863129447.0
CENCOSUD.SN,2019,12,non_financial,12248307991.0,3211830302.0,9036477689.0,1067564101.0,648116606.0,1105308722.0,3448047154.0,1551968245.0,1177673752.0,7258386384.0,2537199479.0,4721186905.0,64461314.0,,64461314.0,2153415835.0,4989921607.0,4442538398.0,547383209.0,2422050488.0,2613483164.0,9548213456.0,6877269870.0,2670943586.0,32061314.0,2059099820.0,187087634.0,147431489.0,1270250314.0,713608184.0,329464815.0,19575724.0,282095846.0,329464815.0,174847632.0,154617183.0,114109633.0,764244829.0,317744459.0,-152984215.0,570685133.0,28631294.0,622466105.0,-1002460499.0,-607414539.0,746739614.0,,,40.0,40.0,2863129447.0
CENCOSUD.SN,2020,12,non_financial,10845080030.0,2750870198.0,8094209832.0,681932455.0,531055850.0,903169439.0,2867750885.0,1372327773.0,1061770995.0,6326579185.0,2523502528.0,3803076657.0,13982684.0,,13982684.0,2078813430.0,4518500845.0,3957334556.0,561166289.0,2422050488.0,2548976130.0,9836117393.0,7191849344.0,2644268049.0,67858297.0,1990454633.0,77880684.0,108470552.0,1225302560.0,593715165.0,202558250.0,19897499.0,264941294.0,202558250.0,137577572.0,64980678.0,22930607.0,1147276322.0,373602595.0,-49774708.0,-351478897.0,91360142.0,9126988.0,-793353096.0,-1161169383.0,-385631646.0,,,8.0,8.0,2863129447.0
CENCOSUD.SN,2021,12,non_financial,11951507481.0,3360396781.0,8591110700.0,806710262.0,707055698.0,1249712699.0,3104364195.0,1424982383.0,1102163829.0,7217249903.0,3161774685.0,4055475218.0,13634303.0,,13634303.0,2684573239.0,4734257578.0,4176462336.0,557795242.0,2422050488.0,2338694627.0,11760071408.0,8327455783.0,3432615625.0,99048198.0,2101600922.0,-54788627.0,144016028.0,1203444860.0,1035297383.0,755829320.0,2755769.0,143512497.0,755829320.0,260693560.0,495135760.0,471910200.0,1219680607.0,278840934.0,-179625696.0,-127712023.0,702123209.0,9768006.0,-49794432.0,-1029320102.0,124777807.0,,,165.6,165.4,2863129447.0
CENCOSUD.SN,2022,12,non_financial,13340199791.0,3108157445.0,10232042346.0,373700303.0,796422654.0,1510406638.0,3723012133.0,2410753164.0,1705629399.0,9093982389.0,3753381559.0,5340600830.0,258709933.0,,258709933.0,2738421754.0,4246217402.0,3670812256.0,575405146.0,2422050488.0,2154835639.0,14202097551.0,10129992951.0,4072104600.0,113546067.0,2716362244.0,47533666.0,166430315.0,1637874453.0,1122918890.0,641933421.0,6862721.0,233871142.0,641933421.0,237185271.0,404748150.0,338929324.0,1150577128.0,363636487.0,-292786362.0,-700569950.0,359475713.0,1222628181.0,-1188467222.0,-871409718.0,-433009959.0,,,119.1,118.9,2863129447.0
CENCOSUD.SN,2023,12,non_financial,13573122529.0,2976277224.0,10596845305.0,483125584.0,701683203.0,1411220909.0,3743122719.0,2647593944.0,1873590001.0,9295494767.0,3798928406.0,5496566361.0,351218439.0,564418952.0,915637391.0,2653580482.0,4277627762.0,3670611817.0,607015945.0,2380288909.0,2078932098.0,14230641548.0,10069296584.0,4161344964.0,97584178.0,2975790803.0,67482303.0,153416890.0,1941407802.0,999026496.0,513384871.0,23209733.0,311890685.0,513384871.0,221172282.0,292212589.0,220279761.0,1447655372.0,428009986.0,-273551417.0,-313442199.0,288945891.0,1079400006.0,-1291825793.0,-994931913.0,109425281.0,,,77.3,77.0,2834501421.0
CENCOSUD.SN,2024,12,non_financial,15322076179.0,3898450092.0,11423626087.0,742644469.0,1030564034.0,1646822450.0,4123631044.0,2774974533.0,1917681908.0,10010779606.0,4248606702.0,5762172904.0,136131895.0,799771225.0,935903120.0,3163703402.0,5311296573.0,4679049300.0,632247273.0,2343320024.0,2318983574.0,16493815028.0,11554508790.0,4939306238.0,109412122.0,3627413757.0,57231117.0,185543197.0,2102528603.0,1070149053.0,481471824.0,22971572.0,413960213.0,481471824.0,247788619.0,233683205.0,158934578.0,1343971263.0,486684400.0,-374201266.0,-348048372.0,58921991.0,1074787874.0,-1199884650.0,-771459294.0,259518885.0,,,56.2,56.0,2805870127.0
CENCOSUD.SN,2025,12,non_financial,14863909320.0,3464999068.0,11398910252.0,637155833.0,965919702.0,1658376937.0,3916058027.0,2728009700.0,1881839277.0,9589819107.0,3773170490.0,5816648617.0,160684605.0,833615351.0,994299956.0,2969023924.0,5274090213.0,4623884879.0,650205334.0,2343320024.0,2564509820.0,16594515400.0,11720024205.0,4874491195.0,108635435.0,3712556621.0,157980785.0,191609692.0,2259241425.0,1036690398.0,668569164.0,22751596.0,392867478.0,668569164.0,270450283.0,398118881.0,314917071.0,1089031355.0,537535113.0,-497422802.0,-422620701.0,41941207.0,1744957138.0,-1344525363.0,-730766556.0,-105488636.0,,,113.4,113.0,2805870127.0
CHILE.SN,2010,12,financial,603240497000.0,327606351000.0,275634146000.0,49883596000.0,94832437000.0,76129403000.0,159318890000.0,25843151000.0,5284395000.0,230715472000.0,82976846000.0,147738626000.0,,,,38474721000.0,372525025000.0,306013121000.0,66511904000.0,81020002000.0,233342998000.0,251465446000.0,160387102000.0,91078344000.0,5708973000.0,49389614000.0,1817383000.0,545378000.0,,105717894000.0,129717823000.0,2041524000.0,4996910000.0,129717823000.0,23999929000.0,105717894000.0,99923752000.0,43178557000.0,,-13379497000.0,84948377000.0,111038979000.0,8976976000.0,-9849699000.0,-111897237000.0,15954990000.0,,,1561.0,0.0,
CHILE.SN,2011,12,financial,605191802000.0,345315072000.0,259876730000.0,43064140000.0,72246457000.0,86559280000.0,172392595000.0,9020518000.0,5182466000.0,220165134000.0,77591587000.0,142573547000.0,,,,29783241000.0,385026668000.0,315957039000.0,69069629000.0,81020002000.0,241955095000.0,226044025000.0,150526043000.0,75517982000.0,6033322000.0,43943433000.0,3076707000.0,150734000.0,,24576014000.0,28810224000.0,3156554000.0,5216130000.0,28810224000.0,4234210000.0,30148252000.0,27436253000.0,14195180000.0,,-25503945000.0,-7395018000.0,17429563000.0,19499635000.0,-15861052000.0,-13815604000.0,-6819456000.0,,,471.0,0.0,
CHILE.SN,2012,12,financial,498368008000.0,225408290000.0,272959718000.0,26428867000.0,64891829000.0,86467377000.0,187887327000.0,10168849000.0,3083440000.0,202250697000.0,58862707000.0,143387990000.0,,,,26502665000.0,296117311000.0,236733324000.0,59383987000.0,81020002000.0,167320886000.0,222685039000.0,154912673000.0,67772366000.0,6221425000.0,40580672000.0,1342954000.0,10854000.0,,21382276000.0,21705563000.0,3219301000.0,5309402000.0,21705563000.0,5431554000.0,46247165000.0,44636718000.0,41955768000.0,19618654000.0,-30890161000.0,75979775000.0,123539177000.0,14788893000.0,,-134381837000.0,-16635273000.0,,,697.0,,64000000.0
CHILE.SN,2013,12,financial,475461664000.0,217960846000.0,257500818000.0,25132090000.0,75779575000.0,77985785000.0,182740693000.0,9961263000.0,3083440000.0,190793708000.0,71685785000.0,119107923000.0,,,,29395098000.0,284667956000.0,224248163000.0,60419793000.0,81020002000.0,158699485000.0,231104673000.0,152713181000.0,78391492000.0,6957797000.0,45105777000.0,1732757000.0,69697000.0,,27205578000.0,25258740000.0,1765136000.0,5255678000.0,25258740000.0,4132776000.0,21125964000.0,18898599000.0,41550906000.0,19550343000.0,-11613732000.0,3990000000.0,27194780000.0,2375558000.0,-7243515000.0,-46949276000.0,-1296777000.0,,,295.0,295.0,64000000.0
CHILE.SN,2014,12,financial,475704388.0,220957933.0,254746455.0,38259443.0,79273410.0,75070845.0,200346189.0,9846685.0,3210098.0,178991283.0,53224901.0,125766382.0,,,,31281408.0,296713105.0,233872185.0,62840920.0,81020002.0,169368241.0,251022304.0,157412019.0,93610285.0,8126748.0,48984443.0,1765503.0,82186.0,,37828902.0,31585951.0,1615400.0,5069231.0,31585951.0,4177186.0,27408765.0,23531091.0,47327994.0,18428597.0,-8176725.0,1138667.0,10674678.0,156134.0,-25172749.0,-35624822.0,13127353.0,,,368.0,368.0,64000000.0
CHILE.SN,2015,12,financial,473981183.0,209771076.0,264210107.0,33532601.0,93778408.0,67510253.0,207288641.0,6386177.0,,176839996.0,72793192.0,104046804.0,,,,45265495.0,297141187.0,235582406.0,61558781.0,81020002.0,175072248.0,275403244.0,171381928.0,104021316.0,9320181.0,54701571.0,1845442.0,48238.0,,41174184.0,40147869.0,1087907.0,5762648.0,40147869.0,8312745.0,31835124.0,27033955.0,42482354.0,17290713.0,-18727416.0,-10922198.0,18770233.0,26750249.0,,-36296523.0,-4726842.0,,,422.0,422.0,64000000.0
CHILE.SN,2016,12,financial,500613224.0,234731118.0,265882106.0,30852578.0,99142240.0,77000813.0,217554923.0,6168857.0,,191653792.0,80237821.0,111415971.0,,,,51266193.0,308959432.0,245824460.0,63134972.0,81020002.0,191178511.0,289690497.0,180004410.0,109686087.0,9791684.0,56391023.0,1849655.0,26013.0,,45018745.0,48059836.0,1542122.0,4816911.0,48059836.0,8912382.0,39147454.0,33589287.0,43000698.0,17502470.0,-29958135.0,-33670685.0,17275130.0,16044143.0,-8833721.0,-11548817.0,-2680023.0,,,525.0,,64000000.0
CHILE.SN,2017,12,financial,517460689.0,232056298.0,285404391.0,29042985.0,97236374.0,82449355.0,234500196.0,11996418.0,,197152251.0,65575427.0,131576824.0,,,,38857150.0,320308438.0,256235927.0,64072511.0,81020002.0,205551115.0,290564389.0,185085192.0,105479197.0,9675296.0,54669169.0,2099667.0,49414.0,,43058541.0,44258059.0,1353632.0,5266631.0,44258059.0,9899771.0,34358288.0,29142402.0,40438267.0,18495893.0,-34961362.0,-36642892.0,19789614.0,42594425.0,-27364498.0,-4360377.0,-1809593.0,,,455.0,,64000000.0
CHILE.SN,2018,12,financial,566342699.0,228186825.0,338155874.0,13186364.0,106373668.0,90964020.0,273222188.0,11611912.0,,221652781.0,88143065.0,133509716.0,,,,48874257.0,344689918.0,276801942.0,67887976.0,81020002.0,232015031.0,303692650.0,197120215.0,106572435.0,10668213.0,56664353.0,1656635.0,61901.0,,45260896.0,41727897.0,887152.0,5028496.0,41727897.0,10625201.0,31102696.0,26608128.0,36054705.0,19565642.0,-44100860.0,-38150605.0,17195754.0,39267100.0,-35236980.0,-13086687.0,-15856621.0,,,416.0,,64000000.0
CHILE.SN,2019,12,financial,644768461.0,244787621.0,399980840.0,29638566.0,100587939.0,91810297.0,330587711.0,11615588.0,,285839345.0,90447850.0,195391495.0,,,,48394738.0,358929116.0,288719519.0,70209597.0,81020002.0,242027708.0,294493597.0,192146658.0,102346939.0,10479722.0,55568673.0,1167926.0,130288.0,45518629.0,37791934.0,31023857.0,697137.0,4979406.0,31023857.0,8432659.0,22591198.0,20025356.0,50696190.0,19505714.0,-76485956.0,-76891123.0,15613195.0,88987261.0,-30217158.0,43185097.0,16452202.0,,,313.0,,64000000.0
CHILE.SN,2020,12,financial,664870377.0,253667562.0,411202815.0,39418906.0,99307758.0,91652070.0,336811268.0,11571873.0,,301300904.0,79926703.0,221374201.0,,,,39936792.0,363569473.0,291617765.0,71951708.0,81020002.0,248033580.0,313778821.0,215588648.0,98190173.0,11827018.0,56298421.0,1258490.0,5632.0,49144803.0,31117754.0,22510693.0,412598.0,8895893.0,22510693.0,3570209.0,18940484.0,16011989.0,38187494.0,24501390.0,-36973529.0,-36181350.0,13093192.0,82427052.0,-60816340.0,8185197.0,9780340.0,,,250.0,,64000000.0
CHILE.SN,2021,12,financial,759498648.0,302926854.0,456571794.0,43902585.0,136533946.0,97150809.0,363175755.0,12120673.0,,363802470.0,116732026.0,247070444.0,,,,49995294.0,395696178.0,317391119.0,78305059.0,81020002.0,259119491.0,363095551.0,253601167.0,109494384.0,12849691.0,62306150.0,1866231.0,6613.0,46697077.0,37657108.0,30510097.0,464092.0,9467367.0,30510097.0,4992505.0,25517592.0,22171117.0,31998737.0,26524003.0,-50769188.0,-53380773.0,12664715.0,72027075.0,-33551135.0,25168455.0,4483679.0,,,346.4237,,64000000.0
CHILE.SN,2022,12,financial,874975762.0,355491851.0,519483911.0,9884019.0,132125835.0,167318673.0,410809984.0,13464741.0,,461220150.0,203968077.0,257252073.0,,,,113264423.0,413755612.0,333307070.0,80448542.0,81020002.0,268123689.0,388647191.0,289679085.0,98968106.0,12000374.0,59695918.0,2208420.0,18981.0,51079166.0,26090081.0,15677646.0,768037.0,12079646.0,15677646.0,-3925388.0,19603034.0,18008998.0,18240933.0,28356736.0,-66335058.0,-68402243.0,7874445.0,144894730.0,-120358335.0,16372429.0,-34018566.0,,,281.39,,64000000.0
CHILE.SN,2023,12,financial,832929536.0,330827735.0,502101801.0,2915437.0,153352632.0,145051964.0,404834447.0,13607445.0,,442558836.0,182174587.0,260384249.0,,,,71549678.0,390370700.0,311388373.0,78982327.0,81020002.0,260111180.0,357355586.0,289334743.0,68020843.0,10466977.0,61660762.0,6274567.0,9738.0,51893602.0,9513120.0,-9131896.0,704217.0,19184178.0,-9131896.0,-2231603.0,-6900293.0,-7854673.0,16291617.0,33341569.0,-38750471.0,-37341772.0,3374341.0,304931122.0,-270699399.0,14196270.0,-6968582.0,,,-122.73,,64000000.0
CHILE.SN,2024,12,financial,801845962.0,298359401.0,503486561.0,4259786.0,110761277.0,160444300.0,379286586.0,13338651.0,,367573681.0,219018885.0,148554796.0,,,,60353036.0,434272281.0,346980813.0,87291468.0,81020002.0,260842316.0,394488938.0,300720253.0,93768685.0,9731472.0,70278066.0,1752602.0,48961.0,54284949.0,28390600.0,5545680.0,296489.0,18972060.0,5545680.0,2745927.0,2799753.0,1425772.0,85815333.0,38815289.0,-18791951.0,3565797.0,223466.0,274715851.0,-343949694.0,-88236964.0,1344349.0,,,22.28,,64000000.0
CHILE.SN,2025,12,financial,768256793.0,294185696.0,474071097.0,4068588.0,119539033.0,151314120.0,352028775.0,12785525.0,,357161574.0,198600082.0,158561492.0,,,,50642599.0,411095219.0,328715809.0,82379410.0,81020002.0,255462307.0,385373670.0,309900901.0,75472769.0,8720450.0,69350044.0,1472488.0,45341.0,58829966.0,4759602.0,-15576711.0,155524.0,14918314.0,-15576711.0,-7947134.0,-7629577.0,-5379620.0,29932869.0,36463453.0,-15079119.0,-12820191.0,787327.0,350754433.0,-353058050.0,-17347594.0,-191198.0,,,-84.06,,64000000.0
CMPC.SN,2012,12,non_financial,14046077000.0,3368402000.0,10677675000.0,431242000.0,969941000.0,1098369000.0,6569815000.0,153237000.0,142691000.0,6061043000.0,1583944000.0,4477099000.0,362674000.0,697095000.0,1059769000.0,721740000.0,7985034000.0,7980312000.0,4722000.0,746027000.0,7038548000.0,4759320000.0,3789800000.0,969520000.0,264425000.0,220196000.0,238384000.0,197187000.0,523770000.0,510995000.0,330234000.0,37275000.0,175231000.0,330234000.0,127824000.0,202410000.0,201746000.0,757778000.0,335460000.0,-568462000.0,-787733000.0,123959000.0,1019212000.0,-691669000.0,40161000.0,26885000.0,,,0.0902,0.0909,2219397052.0
CMPC.SN,2013,12,non_financial,14187854000.0,3488780000.0,10699074000.0,927249000.0,917235000.0,1057951000.0,6810573000.0,147195000.0,132291000.0,5868085000.0,1138200000.0,4729885000.0,99505000.0,741046000.0,840551000.0,646865000.0,8319769000.0,8315524000.0,4245000.0,1246027000.0,7171047000.0,4974459000.0,3948911000.0,1025548000.0,260465000.0,227668000.0,207940000.0,210688000.0,552716000.0,498872000.0,373895000.0,21371000.0,174298000.0,373895000.0,178262000.0,195633000.0,195706000.0,829167000.0,344247000.0,-799463000.0,-543033000.0,72699000.0,979429000.0,-961953000.0,236695000.0,496007000.0,,,0.0849,0.0849,2375000000.0
